identifier,dc:identifier,dc:title,dc:creator,dc:description,dc:date,dc:subject,dc:source,dc:type1,dc:type2,dc:type,dc:format,dc:rights
oai:nwdh:mcl:oai:gallery.multcolib.org:1430,https://gallery.multcolib.org/node/1430,Exterior Woodstock Branch,,"A photograph of the exterior front entrance of Woodstock Branch. A sign near the entrance reads 'Multnomah County LIBRARY, Woodstock Branch.' Tall trees are in front of the entrance. This building served the area from 1960 to 1999. It was replaced by a new building in the same location.; ||",,"Portland, Oregon; Public libraries--Buildings; ",Multnomah County Library,color photographs,StillImage; color photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1431,https://gallery.multcolib.org/node/1431,Exterior Sellwood-Moreland Branch,,"A photograph of the exterior of the Sellwood-Moreland Branch. The single story building has blue awning over the glass double door entrance and large windows on the front. Lettering on the awning reads 'SELLWOOD-MORELAND BRANCH LIBRARY.' A sign on the left reads 'Multnomah County LIBRARY, Sellwood-Moreland Branch.' There are shrubs and a bike rack in front of the building. Built in 1965 at 7904 SE Milwaukie Ave., it was designed to house 6,500 items. By the time significant renovations were needed, this branch was bursting with over 31,200 items in the collection. Sellwood-Moreland Branch closed in 2002 in preparation for a move to a new building.; ||",,"Portland, Oregon; Public libraries--Buildings; ",Multnomah County Library,color photographs,StillImage; color photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1432,https://gallery.multcolib.org/node/1432,Exterior Midland Branch,,"A photograph of the exterior of the Midland Branch. A sign in the lawn reads 'Multnomah County LIBRARY, Midland Branch.' Ceiling to floor windows run along half of the building from this street side view. A large boulder sits just outside the breezeway to the front entrance. There are two trees in front and tall evergreens behind the building. Built in 1958 and expanded in the early 1960s, the original building was inadequate to meet growing demand for library services. In 1995, the building was razed and replaced with a building more than three times its size.; ||",,"Portland, Oregon; Public libraries--Buildings; ",Multnomah County Library,color photographs,StillImage; color photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1433,https://gallery.multcolib.org/node/1433,Exterior Hillsdale Branch,,"A photograph of the exterior of the Hillsdale Branch. A stair case with blue railing runs down the hill from the front breezeway to the sidewalk. Blue awning on the street side reads 'HILLSDALE BRANCH LIBRARY.' A sign on the lawn on the right reads 'Multnomah County LIBRARY, Hillsdale Branch.' Shrubs line the side and front breezeway. The shrub in the front corner has grown almost as tall as the roofline. Built in 1957, it was the first 'modern branch library' to open in the county. It closed in 2001 in preparation for replacing the building with a new one on the same site.; ||",,"Portland, Oregon; Public libraries--Buildings; ",Multnomah County Library,color photographs,StillImage; color photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1434,https://gallery.multcolib.org/node/1434,Exterior Hollywood Branch,,"A photograph of the front exterior of the Hollywood Branch. On the left is a concrete partial wall in front of tall windows. The glass double door entrance is in the middle of the building, and on the right, the wall is red in color. On this red section of the building is lettering that reads 'Multnomah County Library, Hollywood Branch.' A large tree is front and center and the foreground is paved road. Built in 1959, this building replaced what used to be known as Rose City Park Branch located on the same site at 3930 NE Hancock. It closed in 2002 in preparation for a newer building nearby.; ||",,"Portland, Oregon; Public libraries--Buildings; ",Multnomah County Library,color photographs,StillImage; color photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1435,https://gallery.multcolib.org/node/1435,Exterior Albina Branch,,"A photograph of the front exterior of the Albina Branch. A sign hanging from the building reads 'PUBLIC LIBRARY.' Operating hours are posted on the front door on the right. The front exterior is mostly windows. Just inside the windows in the children's section is a large red fire truck. The poles and overhang on the outside are painted turquoise. A small tree surrounded by cedar chips is in the right corner. The Albina location moved into this building in 1977. After more than 20 years at this location, it closed in 1999 for renovation and expansion and reopened the same year.; ||",,"Portland, Oregon; Public libraries--Buildings; ",Multnomah County Library,color photographs,StillImage; color photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1436,https://gallery.multcolib.org/node/1436,"John Wilson and wife, 1859","Wilson Gallagher, Susan","A portrait of John Wilson at 33 years old and his first wife, Rose Bartholomew, in 1859. The are both seated for the picture. John Wilson has a beard and mustache. He is wearing a suit and white shirt with a high standing starched collar and broad black cravat. His wife is wearing a dress with matching shawl and white collar. John Wilson was a Portland businessman and avid book collector with broad interests. In 1900, Mr. Wilson left the Library Association of Portland his personal collection of more than 8,000 volumes, with the stipulation that the books be made available free to the public.; ||",1850-1859,"Portland, Oregon; Businessmen; Book collectors; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1437,https://gallery.multcolib.org/node/1437,"John Wilson, 1884",,"A portrait of John Wilson. Underneath his coat is a white shirt and black cravat. His hair, beard and mustache are white.  John Wilson was a Portland businessman and avid book collector with broad interests. In 1900, Mr. Wilson left the Library Association of Portland his personal collection of more than 8,000 volumes, with the stipulation that the books be made available free to the public.; ||",1880-1889,"Portland, Oregon; Businessmen; Book collectors; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1438,https://gallery.multcolib.org/node/1438,"Harriot E. Hassler, children's librarian",,"A portrait of Harriot E. Hassler, a children's librarian in the early 1900s. Her hair is pulled up into a bun. She is wearing pince-nez, round glasses that are supported without earpieces by pinching the bridge of the nose. Her blouse with a high neckline is all lace.; ||",1900-1909,"Portland, Oregon; Children's librarians; ",Multnomah County Library,color photographs,StillImage; color photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1439,https://gallery.multcolib.org/node/1439,Mary E. Blossom,,"A portrait of Mary E. Blossom, president of the Pacific Northwest Library Association.; ||",1940-1949,"Multnomah County, Oregon; American Library Association; Portraits; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1440,https://gallery.multcolib.org/node/1440,Exterior Rose City Park Branch,,"A photograph of the exterior of the Rose City Park Branch. The front of the Georgian style brick building has four multi-pane windows and a front entrance in the middle of the building. Lettering carved above the entrance reads 'PUBLIC LIBRARY.'  The Rose City Park Branch, which had existed for many years in a store building, was closed because it was inadequate to the fast growing community. The community set about to build a branch that would be more fitting. The new library opened in 1926 at 3930 NE Hancock. In 1959, the building was replaced on the same site and changed its name to Hollywood Branch Library.; ||",1920-1929,"Portland, Oregon; Public libraries--Buildings; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1441,https://gallery.multcolib.org/node/1441,Rose City Park Branch interior,,A photograph of the interior of Rose City Park Branch at 3930 NE Hancock. A service desk is on the right with a stack of books and books on a book cart next to it. Toward the back are wooden tables and chairs and books in library shelving. Wicker chairs and floor lamps are in the back corners. Light is coming in through windows and pendant lights hang from the ceiling. There are no people in the photograph.; ||,1920-1929,"Portland, Oregon; Library information desks; Tables; Chairs; Wicker furniture; Electric light fixtures; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:1442,https://gallery.multcolib.org/node/1442,Staff member with patron in wheelchair,,A photograph of a library staff member talking with a patron in a wheelchair. The staff member is Loretta Whitaker. She is standing with a couple of books in her hand. Long time patron Fran Sparks has a couple of books in her lap and is wearing a hat. Both are in front of library shelving with books on a wall in the Popular Library at Central Library.; ||,,"Portland, Oregon; Library employees; Library users; Library shelving; Books; Wheelchairs; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/UND/1.0/
